gene	cluster	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logFC
PRKACB	parietal	neuron	gw18	0.39569	0	0.118	1.28993	0.525	0.407	0.30675
NSA2	parietal	neuron	gw18	0.38907	0	0.129	1.30425	0.553	0.424	0.29831
N4BP2L2	parietal	neuron	gw18	0.38428	0	0.131	1.21725	0.734	0.603	0.31569
RPL34	parietal	neuron	gw18	0.38264	0	0	1	1	1	0.38264
UQCR10	parietal	neuron	gw18	0.37132	0	0.098	1.1402	0.797	0.699	0.32566
SLIRP	parietal	neuron	gw18	0.37079	0	0.139	1.32706	0.564	0.425	0.2794
MYEOV2	parietal	neuron	gw18	0.36926	0	0.108	1.1989	0.651	0.543	0.308
CNBP	parietal	neuron	gw18	0.36751	0	0.103	1.23462	0.542	0.439	0.29767
RPL39	parietal	neuron	gw18	0.36614	0	0.003	1.00301	1	0.997	0.36504
NFIA	parietal	neuron	gw18	0.36096	0	0.087	1.15263	0.657	0.57	0.31317
RBX1	parietal	neuron	gw18	0.35999	0	0.059	1.08345	0.766	0.707	0.33227
MIAT	parietal	neuron	gw18	0.35356	0	0.102	1.15839	0.746	0.644	0.30522
MALAT1	parietal	neuron	gw18	0.35278	0	0	1	1	1	0.35278
NDUFA4	parietal	neuron	gw18	0.35246	0	0.033	1.03607	0.948	0.915	0.34019
KIFAP3	parietal	neuron	gw18	0.34863	0	0.113	1.24672	0.571	0.458	0.27964
RPL23	parietal	neuron	gw18	0.34694	0	0.015	1.01538	0.99	0.975	0.34168
CBX5	parietal	neuron	gw18	0.34646	0	0.114	1.26207	0.549	0.435	0.27452
TIMM8B	parietal	neuron	gw18	0.34457	0	0.1	1.21097	0.574	0.474	0.28454
SSB	parietal	neuron	gw18	0.34432	0	0.103	1.23043	0.55	0.447	0.27984
CSRNP3	parietal	neuron	gw18	0.34175	0	0.134	1.25379	0.662	0.528	0.27258
RPL22	parietal	neuron	gw18	0.33623	0	0.008	1.00812	0.993	0.985	0.33352
COX7C	parietal	neuron	gw18	0.33115	0	0.038	1.04153	0.953	0.915	0.31795
EIF4B	parietal	neuron	gw18	0.32575	0	0.135	1.23038	0.721	0.586	0.26475
C12orf57	parietal	neuron	gw18	0.32538	0	0.077	1.09872	0.857	0.78	0.29614
BPTF	parietal	neuron	gw18	0.32281	0	0.094	1.1744	0.633	0.539	0.27488
RPL31	parietal	neuron	gw18	0.32037	0	0.004	1.00404	0.995	0.991	0.31909
KCNQ1OT1	parietal	neuron	gw18	0.31828	0	0.081	1.17017	0.557	0.476	0.27199
ANKRD12	parietal	neuron	gw18	0.31685	0	0.107	1.15049	0.818	0.711	0.2754
PNN	parietal	neuron	gw18	0.31467	0	0.103	1.21369	0.585	0.482	0.25927
RPL4	parietal	neuron	gw18	0.31415	0	0.005	1.00505	0.995	0.99	0.31257
HMGB1	parietal	neuron	gw18	0.31366	0	0.017	1.01745	0.991	0.974	0.30828
EEF1A1	parietal	neuron	gw18	0.31289	0	0	1	1	1	0.31289
CFDP1	parietal	neuron	gw18	0.30785	0	0.086	1.17695	0.572	0.486	0.26156
TMEM258	parietal	neuron	gw18	0.30762	0	0.108	1.21907	0.601	0.493	0.25234
SSR2	parietal	neuron	gw18	0.30749	0	0.091	1.13957	0.743	0.652	0.26983
CCDC88A	parietal	neuron	gw18	0.30639	0	0.105	1.21341	0.597	0.492	0.2525
UQCRH	parietal	neuron	gw18	0.30461	0	0.047	1.05228	0.946	0.899	0.28948
RPL21	parietal	neuron	gw18	0.30332	0	0	1	1	1	0.30332
PBX1	parietal	neuron	gw18	0.30262	0	0.094	1.11765	0.893	0.799	0.27076
FXYD6	parietal	neuron	gw18	0.2993	0	0.095	1.13552	0.796	0.701	0.26358
LAMTOR5	parietal	neuron	gw18	0.29848	0	0.085	1.14262	0.681	0.596	0.26123
RPL35A	parietal	neuron	gw18	0.29822	0	0.003	1.00301	1	0.997	0.29732
KIDINS220	parietal	neuron	gw18	0.29785	0	0.084	1.11491	0.815	0.731	0.26715
NDUFB4	parietal	neuron	gw18	0.29667	0	0.101	1.17354	0.683	0.582	0.2528
COX6C	parietal	neuron	gw18	0.29278	0	0.065	1.0842	0.837	0.772	0.27004
NUCKS1	parietal	neuron	gw18	0.29252	0	0.095	1.13456	0.801	0.706	0.25783
RPS20	parietal	neuron	gw18	0.29132	0	0.013	1.01333	0.988	0.975	0.28748
RPS8	parietal	neuron	gw18	0.29054	0	0	1	1	1	0.29054
RPL36AL	parietal	neuron	gw18	0.28978	0	0.075	1.10534	0.787	0.712	0.26216
COX7A2L	parietal	neuron	gw18	0.28899	0	0.07	1.10448	0.74	0.67	0.26165
RPAIN	parietal	neuron	gw18	0.28195	0	0.079	1.11416	0.771	0.692	0.25306
TPT1	parietal	neuron	gw18	0.28118	0	0.007	1.00715	0.986	0.979	0.27918
RPS23	parietal	neuron	gw18	0.2806	0	0	1	0.999	0.999	0.2806
VCAN	parietal	neuron	gw18	0.27809	0	-0.025	0.9502	0.477	0.502	0.29266
FAU	parietal	neuron	gw18	0.27552	0	0.005	1.00505	0.995	0.99	0.27413
RPL36	parietal	neuron	gw18	0.27501	0	0.013	1.01328	0.992	0.979	0.27141
MT-ND3	parietal	neuron	gw18	0.2701	0	0.018	1.0185	0.991	0.973	0.2652
RPS25	parietal	neuron	gw18	0.26604	0	0.006	1.00606	0.996	0.99	0.26444
RPL35	parietal	neuron	gw18	0.26259	0	0.017	1.0174	0.994	0.977	0.2581
RPLP2	parietal	neuron	gw18	0.26064	0	0.001	1.001	0.999	0.998	0.26038
BPTF	parietal	neuron	gw18_2	0.44854	0	-0.001	0.99829	0.584	0.585	0.44931
PCLO	parietal	neuron	gw18_2	0.42275	0	-0.016	0.97329	0.583	0.599	0.43436
MYT1L	parietal	neuron	gw18_2	0.38838	0	-0.042	0.93722	0.627	0.669	0.41439
ARPP21	parietal	neuron	gw18_2	0.38778	0	0	1	0.739	0.739	0.38778
HNRNPU	parietal	neuron	gw18_2	0.38452	0	0.014	1.02273	0.63	0.616	0.37598
MT-ND5	parietal	neuron	gw18_2	0.37426	0	0	1	0.93	0.93	0.37426
CHL1	parietal	neuron	gw18_2	0.3667	0	-0.028	0.9604	0.679	0.707	0.38183
NEFM	parietal	neuron	gw18_2	0.34815	0	0.048	1.08511	0.612	0.564	0.32084
MT-CO2	parietal	neuron	gw18_2	0.32054	0	0	1	1	1	0.32054
ANK2	parietal	neuron	gw18_2	0.31482	0	-0.032	0.95039	0.613	0.645	0.33125
CEP170	parietal	neuron	gw18_2	0.31175	0	-0.049	0.93734	0.733	0.782	0.33259
NCL	parietal	neuron	gw18_2	0.30825	0	-0.029	0.95994	0.695	0.724	0.32111
PTPRD	parietal	neuron	gw18_2	0.30786	0	-0.035	0.93613	0.513	0.548	0.32887
SOX11	parietal	neuron	gw18_2	0.2994	0	-0.012	0.98697	0.909	0.921	0.30335
LHX2	parietal	neuron	gw18_2	0.29935	0	0.004	1.00693	0.581	0.577	0.29729
MT-ATP6	parietal	neuron	gw18_2	0.29756	0	0	1	1	1	0.29756
SRRM2	parietal	neuron	gw18_2	0.29135	0	-0.061	0.91457	0.653	0.714	0.31857
INA	parietal	neuron	gw18_2	0.29052	0	-0.032	0.93928	0.495	0.527	0.3093
FNBP1L	parietal	neuron	gw18_2	0.28859	0	-0.043	0.9312	0.582	0.625	0.30991
VIM	parietal	neuron	gw18_2	0.28525	0	0.061	1.10873	0.622	0.561	0.25728
ARHGAP21	parietal	neuron	gw18_2	0.28509	0	-0.074	0.88084	0.547	0.621	0.32365
TOP2B	parietal	neuron	gw18_2	0.27384	0	-0.045	0.91124	0.462	0.507	0.30052
KIF1B	parietal	neuron	gw18_2	0.27256	0	-0.058	0.90615	0.56	0.618	0.30079
SPTBN1	parietal	neuron	gw18_2	0.26712	0	-0.048	0.90769	0.472	0.52	0.29429
SEPT7	parietal	neuron	gw18_2	0.26635	0	-0.061	0.92422	0.744	0.805	0.28819
KMT2A	parietal	neuron	gw18_2	0.26262	0	-0.077	0.87315	0.53	0.607	0.30077
JMJD1C	parietal	neuron	gw18_2	0.26089	0	-0.057	0.89912	0.508	0.565	0.29016
KIDINS220	parietal	neuron	gw18_2	0.25996	0	-0.075	0.90494	0.714	0.789	0.28726
NR2F1	parietal	neuron	gw18_2	0.24967	0	-0.004	0.99265	0.54	0.544	0.25152
TSPO	parietal	neuron	gw18_2	0.2471	0	-0.056	0.89855	0.496	0.552	0.275
NKTR	parietal	neuron	gw18_2	0.24578	0	-0.053	0.89526	0.453	0.506	0.27454
DYNC1H1	parietal	neuron	gw18_2	0.23926	0	-0.076	0.87994000000000006	0.557	0.633	0.27191
NBEA	parietal	neuron	gw18_2	0.23754	0	-0.052	0.89784	0.457	0.509	0.26457
NCAM1	parietal	neuron	gw18_2	0.22915	0	-0.087	0.88583	0.675	0.762	0.25868
SF3B1	parietal	neuron	gw18_2	0.22885	0	-0.068	0.86745	0.445	0.513	0.26382
SYT4	parietal	neuron	gw18_2	0.22494	0	-0.06	0.89343	0.503	0.563	0.25177
WHSC1L1	parietal	neuron	gw18_2	0.22487	0	-0.087	0.86957	0.58	0.667	0.2586
PCSK1N	parietal	neuron	gw19	42.52601	0	0.755	23.87879	0.788	0.033	1.78091
LY6H	parietal	neuron	gw19	2.59846	0	0.436	2.87931	0.668	0.232	0.90246
PGLS	parietal	neuron	gw19	2.37827	0	0.353	3.23418	0.511	0.158	0.73536
HES6	parietal	neuron	gw19	2.26519	0	0.417	2.55019	0.686	0.269	0.88824
BTG1	parietal	neuron	gw19	1.96497	0	0.337	2.30116	0.596	0.259	0.8539
TMEFF2	parietal	neuron	gw19	1.91043	0	0.358	2.79899	0.557	0.199	0.68254
CAMK2B	parietal	neuron	gw19	1.55064	0	0.318	2.37069	0.55	0.232	0.65409
TSPO	parietal	neuron	gw19	1.42678	0	0.29	2.30631	0.512	0.222	0.61864
C1QBP	parietal	neuron	gw19	1.38004	0	0.359	2.12188	0.679	0.32	0.65039
PRELID1	parietal	neuron	gw19	1.37799	0	0.308	2.29958	0.545	0.237	0.59924
YBX1	parietal	neuron	gw19	1.2605	0	0.215	1.27389	1	0.785	0.98949
MARCKSL1	parietal	neuron	gw19	1.25191	0	0.213	1.27065	1	0.787	0.98526
RAC3	parietal	neuron	gw19	1.14559	0	0.256	1.79751	0.577	0.321	0.63732
CENPV	parietal	neuron	gw19	1.12554	0	0.317	2.04967	0.619	0.302	0.54913
ETFB	parietal	neuron	gw19	1.12018	0	0.282	2.00714	0.562	0.28	0.5581
MCUR1	parietal	neuron	gw19	1.08421	0	0.244	1.8777	0.522	0.278	0.57741
RPS2	parietal	neuron	gw19	0.97814	0	0.114	1.12881	0.999	0.885	0.86652
CYC1	parietal	neuron	gw19	0.9687	0	0.259	1.85197	0.563	0.304	0.52306
NEFM	parietal	neuron	gw19	0.90685	0	0.217	1.46868	0.68	0.463	0.61746
TERF2IP	parietal	neuron	gw19	0.88745	0	0.29	1.49236	0.879	0.589	0.59466
ITM2B	parietal	neuron	gw19	0.84805	0	0.231	1.70213	0.56	0.329	0.49823
JUN	parietal	neuron	gw19	0.75507	0	0.127	1.27669	0.586	0.459	0.59143
METTL9	parietal	neuron	gw19	0.72004	0	0.207	1.56868	0.571	0.364	0.45901
AP3S1	parietal	neuron	gw19	0.68873	0	0.15	1.2451	0.762	0.612	0.55315
RTN4	parietal	neuron	gw19	0.68816	0	0.114	1.13287	0.972	0.858	0.60745
SNRNP70	parietal	neuron	gw19	0.67433	0	0.194	1.58258	0.527	0.333	0.42609
DOK5	parietal	neuron	gw19	0.67348	0	0.164	1.25038	0.819	0.655	0.53862
RANBP1	parietal	neuron	gw19	0.66652	0	0.198	1.38824	0.708	0.51	0.48012
APLP1	parietal	neuron	gw19	0.65427	0	0.206	1.40392	0.716	0.51	0.46603
MTCH1	parietal	neuron	gw19	0.64475	0	0.2	1.65574	0.505	0.305	0.3894
MIF	parietal	neuron	gw19	0.63686	0	0.328	1.60294	0.872	0.544	0.39731
SRSF2	parietal	neuron	gw19	0.63652	0	0.202	1.49631	0.609	0.407	0.42539
NEUROD2	parietal	neuron	gw19	0.62256	0	0.13	1.16818	0.903	0.773	0.53293
SERPINE2	parietal	neuron	gw19	0.60979	0	0.166	1.44267	0.541	0.375	0.42268
HMGN1	parietal	neuron	gw19	0.60002	0	0.17	1.27027	0.799	0.629	0.47235
ZNF428	parietal	neuron	gw19	0.59038	0	0.145	1.18125	0.945	0.8	0.49979
SRRM2	parietal	neuron	gw19	0.57295	0	0.18	1.41475	0.614	0.434	0.40498
MAP1LC3A	parietal	neuron	gw19	0.56491	0	0.174	1.45078	0.56	0.386	0.38939
RPL13	parietal	neuron	gw19	0.55067	0	0.033	1.03413	1	0.967	0.5325
ID2	parietal	neuron	gw19	0.55067	0	0.24	1.56872	0.662	0.422	0.35103
C19orf43	parietal	neuron	gw19	0.543	0	0.151	1.21602	0.85	0.699	0.44654
ZFAND5	parietal	neuron	gw19	0.53204	0	0.147	1.4072	0.508	0.361	0.37808
SMARCA4	parietal	neuron	gw19	0.51619	0	0.137	1.2655	0.653	0.516	0.40789
HNRNPD	parietal	neuron	gw19	0.51554	0	0.154	1.39086	0.548	0.394	0.37067
RRAGA	parietal	neuron	gw19	0.49433	0	0.166	1.47025	0.519	0.353	0.33622
FTH1	parietal	neuron	gw19	0.47646	0	0.088	1.09649	1	0.912	0.43454
AKIRIN2	parietal	neuron	gw19	0.47484	0	0.143	1.38859	0.511	0.368	0.34196
SNX3	parietal	neuron	gw19	0.4658	0	0.133	1.35279	0.51	0.377	0.34433
WHSC1L1	parietal	neuron	gw19	0.46356	0	0.165	1.28746	0.739	0.574	0.36006
CKB	parietal	neuron	gw19	0.46207	0	0.087	1.09943	0.962	0.875	0.42029
NEUROD6	parietal	neuron	gw19	0.45664	0	0.092	1.10466	0.971	0.879	0.41337
FABP7	parietal	neuron	gw19	0.45625	0	0.008	1.00819	0.985	0.977	0.45254
EIF3F	parietal	neuron	gw19	0.44663	0	0.124	1.18535	0.793	0.669	0.37679
UQCRFS1	parietal	neuron	gw19	0.42246	0	0.142	1.33255	0.569	0.427	0.31703
BASP1	parietal	neuron	gw19	0.42199	0	0.218	1.28912	0.972	0.754	0.32734
PTN	parietal	neuron	gw19	0.40256	0	0.141	1.32564	0.574	0.433	0.30367
PPDPF	parietal	neuron	gw19	0.3913	0	0.189	1.37952	0.687	0.498	0.28365
SRGAP1	parietal	neuron	gw19	0.3872	0	0.114	1.15746	0.838	0.724	0.33452
GTF3A	parietal	neuron	gw19	0.38602	0	0.11	1.25172	0.547	0.437	0.30839
TBCB	parietal	neuron	gw19	0.38358	0	0.074	1.09035	0.893	0.819	0.35179
ROBO2	parietal	neuron	gw19	0.38327	0	0.128	1.30769	0.544	0.416	0.29309
TSPAN13	parietal	neuron	gw19	0.37646	0	0.141	1.25919	0.685	0.544	0.29897
ELAVL3	parietal	neuron	gw19	0.36423	0	0.087	1.11821	0.823	0.736	0.32573
RABAC1	parietal	neuron	gw19	0.3602	0	0.157	1.36092	0.592	0.435	0.26468
STMN4	parietal	neuron	gw19	0.35067	0	-0.013	0.98568	0.895	0.908	0.35576
RAB11B	parietal	neuron	gw19	0.34828	0	0.145	1.33487	0.578	0.433	0.26091
DTD1	parietal	neuron	gw19	0.34649	0	0.103	1.18393	0.663	0.56	0.29266
GPX4	parietal	neuron	gw19	0.33945	0	0.145	1.26753	0.687	0.542	0.26781
CLTA	parietal	neuron	gw19	0.33646	0	0.104	1.16561	0.732	0.628	0.28866000000000003
GNB2L1	parietal	neuron	gw19	0.33206	0	0.004	1.00402	0.999	0.995	0.33073
GSTA4	parietal	neuron	gw19	0.32579	0	0.117	1.22896	0.628	0.511	0.2651
RPSA	parietal	neuron	gw19	0.32224	0	0.008	1.00808	0.998	0.99	0.31966
LSM4	parietal	neuron	gw19	0.32222	0	0.099	1.23131	0.527	0.428	0.26169
SMARCB1	parietal	neuron	gw19	0.31698	0	0.084	1.17573	0.562	0.478	0.2696
RPL8	parietal	neuron	gw19	0.3133	0	0.008	1.00808	0.998	0.99	0.31078
RPLP0	parietal	neuron	gw19	0.31245	0	0.012	1.01222	0.994	0.982	0.30868
EIF3E	parietal	neuron	gw19	0.31147	0	0.078	1.10442	0.825	0.747	0.28202
GUK1	parietal	neuron	gw19	0.3111	0	0.098	1.175	0.658	0.56	0.26477
ATP6V1G2	parietal	neuron	gw19	0.30789	0	0.101	1.18133	0.658	0.557	0.26063
RPL7A	parietal	neuron	gw19	0.29428	0	0.008	1.0081	0.996	0.988	0.29191
ARF5	parietal	neuron	gw19	0.2938	0	0.068	1.11785	0.645	0.577	0.26283
RPS15	parietal	neuron	gw19	0.29296	0	0.076	1.08252	0.997	0.921	0.27063
EEF1D	parietal	neuron	gw19	0.29044	0	0.069	1.12	0.644	0.575	0.25932
RPL5	parietal	neuron	gw19	0.28279	0	0.004	1.00402	0.998	0.994	0.28166
RPL7	parietal	neuron	gw19	0.28129	0	0.002	1.002	1	0.998	0.28073
RPS4X	parietal	neuron	gw19	0.26968	0	0.001	1.001	1	0.999	0.26941
SOX11	parietal	neuron	gw19	0.26291	0	0.028	1.03063	0.942	0.914	0.25509
RPL3	parietal	neuron	gw19	0.26007	0	0.003	1.00301	1	0.997	0.25929
EEF1B2	parietal	neuron	gw19	0.25876	0	0.01	1.01072	0.943	0.933	0.25602
RPS3	parietal	neuron	gw19	0.25867	0	0.003	1.00301	0.999	0.996	0.25789
SLC25A6	parietal	neuron	gw19	0.25824	0	0.019	1.01967	0.985	0.966	0.25326
DOK5	parietal	neuron	gw20_31	0.89456	0	0.238	1.41536	0.811	0.573	0.63203
RPL17	parietal	neuron	gw20_31	0.67812	0	0.242	1.5641	0.671	0.429	0.43355
AP3S1	parietal	neuron	gw20_31	0.61257	0	0.223	1.46653	0.701	0.478	0.4177
EEF2	parietal	neuron	gw20_31	0.5996	0	0.157	1.19848	0.948	0.791	0.5003
CSDE1	parietal	neuron	gw20_31	0.57163	0	0.208	1.4988	0.625	0.417	0.38139
SQLE	parietal	neuron	gw20_31	0.52208	0	0.201	1.46853	0.63	0.429	0.35551
TSPAN13	parietal	neuron	gw20_31	0.49865	0	0.191	1.55523	0.535	0.344	0.32063
NEUROD2	parietal	neuron	gw20_31	0.45215	0	0.199	1.43167	0.66	0.461	0.31582
HNRNPA1	parietal	neuron	gw20_31	0.43439	0	0.089	1.10056	0.974	0.885	0.39469
SRP9	parietal	neuron	gw20_31	0.4227	0	0.186	1.28484	0.839	0.653	0.32899
GSTA4	parietal	neuron	gw20_31	0.41463	0	0.173	1.49713	0.521	0.348	0.27695
EIF3H	parietal	neuron	gw20_31	0.40348	0	0.187	1.46517	0.589	0.402	0.27538
NEUROD6	parietal	neuron	gw20_31	0.38272	0	0.183	1.27982	0.837	0.654	0.29904
EIF4A2	parietal	neuron	gw20_31	0.37052	0	0.146	1.1906	0.912	0.766	0.3112
MSMO1	parietal	neuron	gw20_31	0.36933	0	0.149	1.3652	0.557	0.408	0.27053
ARPC5	parietal	neuron	gw20_31	0.3674	0	0.189	1.32756	0.766	0.577	0.27675
EIF3L	parietal	neuron	gw20_31	0.35936	0	0.172	1.33925	0.679	0.507	0.26833
CXADR	parietal	neuron	gw20_31	0.35384	0	0.184	1.34586	0.716	0.532	0.26291
SLA	parietal	neuron	gw20_31	0.35126	0	0.177	1.36646	0.66	0.483	0.25706
FABP7	parietal	neuron	gw20_31	0.34937	0	0.008	1.00864	0.934	0.926	0.34638
YWHAQ	parietal	neuron	gw20_31	0.34615	0	0.153	1.20988	0.882	0.729	0.2861
SLC25A6	parietal	neuron	gw20_31	0.32694	0	0.134	1.1729	0.909	0.775	0.27874
CAPZA2	parietal	neuron	gw20_31	0.32454	0	0.171	1.29381	0.753	0.582	0.25084
GNB2L1	parietal	neuron	gw20_31	0.32095	0	0.092	1.10563	0.963	0.871	0.29029
RPS10	parietal	neuron	gw20_31	0.31462	0	0.152	1.20513	0.893	0.741	0.26107
TTC3	parietal	neuron	gw20_31	0.30874	0	0.136	1.19021	0.851	0.715	0.2594
RTN1	parietal	neuron	gw20_31	0.30526	0	0.064	1.07273	0.944	0.88	0.28457
RPL3	parietal	neuron	gw20_31	0.29138	0	0.002	1.002	1	0.998	0.29079
AC090498.1	parietal	neuron	gw20_34	0.7165	0	0.242	1.72892	0.574	0.332	0.41442
ID2	parietal	neuron	gw20_34	0.70851	0	0.22	1.72131	0.525	0.305	0.41161
SYT4	parietal	neuron	gw20_34	0.52003	0	0.103	1.23094	0.549	0.446	0.42247
NEUROD6	parietal	neuron	gw20_34	0.43676	0	0.112	1.15197	0.849	0.737	0.37914
RPL37A	parietal	neuron	gw20_34	0.42084	0	0.003	1.00301	0.999	0.996	0.41958
PTPRZ1	parietal	neuron	gw20_34	0.41015	0	0.15	1.26455	0.717	0.567	0.32435
PRDX1	parietal	neuron	gw20_34	0.36527	0	0.105	1.19886	0.633	0.528	0.30468
RPS14	parietal	neuron	gw20_34	0.35022	0	0.003	1.00301	1	0.997	0.34917
GSTA4	parietal	neuron	gw20_34	0.32675	0	0.111	1.24722	0.56	0.449	0.26198
TUBA1B	parietal	neuron	gw20_34	0.31183	0	0.095	1.12087	0.881	0.786	0.2782
RPS29	parietal	neuron	gw20_34	0.31129	0	0.005	1.00504	0.998	0.993	0.30973
RPS17	parietal	neuron	gw20_34	0.26729	0	0.023	1.02366	0.995	0.972	0.26111
RPL39	parietal	neuron	gw20_34	0.25974	0	0.001	1.001	1	0.999	0.25948
RPS27	parietal	neuron	gw20_34	0.25935	0	0	1	1	1	0.25935
RPL36	parietal	neuron	gw20_34	0.25239	0	0.001	1.001	0.998	0.997	0.25214
CAPZA2	parietal	neuron	gw22	0.67423	0	0.1	1.17241	0.68	0.58	0.57508
ZBTB18	parietal	neuron	gw22	0.60271	0	0.085	1.12074	0.789	0.704	0.53778
FABP7	parietal	neuron	gw22	0.58124	0	0.029	1.0304	0.983	0.954	0.5641
NEUROD6	parietal	neuron	gw22	0.49931	0	0.082	1.11405	0.801	0.719	0.4482
MEF2C	parietal	neuron	gw22	0.45605	0	0.064	1.07018	0.976	0.912	0.42614
DOK5	parietal	neuron	gw22	0.45121	0	0.076	1.13793	0.627	0.551	0.39651
RPS29	parietal	neuron	gw22	0.41296	0	0.002	1.002	1	0.998	0.41213
HNRNPH1	parietal	neuron	gw22	0.4023	0	-0.033	0.94022	0.519	0.552	0.42788
RPS14	parietal	neuron	gw22	0.3951	0	-0.001	0.999	0.999	1	0.3955
TBCB	parietal	neuron	gw22	0.39076	0	0.02	1.02729	0.753	0.733	0.38038
RPL13	parietal	neuron	gw22	0.37806	0	0.172	1.23181	0.914	0.742	0.30691
RPL3	parietal	neuron	gw22	0.3605	0	-0.001	0.999	0.998	0.999	0.36086
RPL17	parietal	neuron	gw22	0.35396	0	0.019	1.02439	0.798	0.779	0.34553
OST4	parietal	neuron	gw22	0.35303	0	0.004	1.00581	0.692	0.688	0.35099
RPL15	parietal	neuron	gw22	0.35269	0	0.001	1.001	1	0.999	0.35233
PHPT1	parietal	neuron	gw22	0.33404	0	-0.015	0.98132	0.788	0.803	0.3404
RPL34	parietal	neuron	gw22	0.33094	0	0	1	1	1	0.33094
AP3S1	parietal	neuron	gw22	0.32737	0	-0.03	0.94434	0.509	0.539	0.34666
PFDN5	parietal	neuron	gw22	0.32474	0	0.006	1.0063	0.959	0.953	0.32271
RPL7	parietal	neuron	gw22	0.32103	0	0.001	1.001	0.999	0.998	0.32071
RPS27	parietal	neuron	gw22	0.31928	0	0	1	1	1	0.31928
SOX11	parietal	neuron	gw22	0.31736	1e-5	-0.018	0.97966	0.867	0.885	0.32395
TMEM161B-AS1	parietal	neuron	gw22	0.31504	0	-0.014	0.97323	0.509	0.523	0.3237
RPL12	parietal	neuron	gw22	0.31286	0	-0.001	0.99899	0.991	0.992	0.31317
PFDN4	parietal	neuron	gw22	0.31078	0	-0.001	0.99844	0.639	0.64	0.31127
PTPRZ1	parietal	neuron	gw22	0.30996	0	-0.01	0.98031	0.498	0.508	0.31618
RPS18	parietal	neuron	gw22	0.30637	0	0	1	1	1	0.30637
RPL39	parietal	neuron	gw22	0.30571	0	0	1	1	1	0.30571
NEDD8	parietal	neuron	gw22	0.29536	0	-0.028	0.96252	0.719	0.747	0.30686
NDUFB8	parietal	neuron	gw22	0.28995	0	-0.026	0.95494	0.551	0.577	0.30364
RPS6	parietal	neuron	gw22	0.28791	0	-0.004	0.996	0.995	0.999	0.28907
RPL10	parietal	neuron	gw22	0.28538	0	0	1	1	1	0.28538
CCDC28B	parietal	neuron	gw22	0.28537	0	-0.043	0.92561	0.535	0.578	0.30831
RPS4X	parietal	neuron	gw22	0.28419	0	0	1	1	1	0.28419
LSM7	parietal	neuron	gw22	0.28181	0	-0.001	0.99849	0.661	0.662	0.28223
EIF3E	parietal	neuron	gw22	0.27977	0	-0.052	0.92496	0.641	0.693	0.30246
FTH1	parietal	neuron	gw22	0.27459	0	0.012	1.02166	0.566	0.554	0.26876
SERF2	parietal	neuron	gw22	0.27351	0	-0.035	0.95501	0.743	0.778	0.28639
COMMD6	parietal	neuron	gw22	0.26963	0	0.004	1.00464	0.866	0.862	0.26839
UQCRQ	parietal	neuron	gw22	0.26768	0	-0.007	0.99099	0.77	0.777	0.27011
RPS13	parietal	neuron	gw22	0.26324	0	0	1	0.995	0.995	0.26324
COX6A1	parietal	neuron	gw22	0.26053	0	-0.016	0.9815	0.849	0.865	0.26544
RPS19	parietal	neuron	gw22	0.2583	0	-0.001	0.999	0.999	1	0.25856
TMSB4X	parietal	neuron	gw22	0.25585	0	0	1	1	1	0.25585
RPL26	parietal	neuron	gw22	0.2548	0	0.001	1.001	1	0.999	0.25454
GPX1	parietal	neuron	gw22	0.24065	0	-0.065	0.89731	0.568	0.633	0.26819
EIF4A1	parietal	neuron	gw22	0.23553	0	-0.065	0.90566	0.624	0.689	0.26006
NFIB	parietal	neuron	gw22t	0.74698	0	0.193	1.45412	0.618	0.425	0.5137
NME2	parietal	neuron	gw22t	0.67392	0	0.166	1.46111	0.526	0.36	0.46124
NREP	parietal	neuron	gw22t	0.59625	0	0.099	1.16045	0.716	0.617	0.51381
RPS10	parietal	neuron	gw22t	0.54989	0	0.1	1.14205	0.804	0.704	0.4815
RPL17	parietal	neuron	gw22t	0.5361	0	0.117	1.15136	0.89	0.773	0.46562
TMEM161B-AS1	parietal	neuron	gw22t	0.52108	0	0.126	1.27039	0.592	0.466	0.41018
ZBTB18	parietal	neuron	gw22t	0.43361	0	0.082	1.12202	0.754	0.672	0.38645
SCG5	parietal	neuron	gw22t	0.3242	0	0.041	1.06879	0.637	0.596	0.30333
FABP7	parietal	neuron	gw22t	0.3017	0	-0.081	0.91447	0.866	0.947	0.32992
RPS23	parietal	neuron	gw22t	0.27842	0	0	1	0.999	0.999	0.27842
RPS11	parietal	neuron	gw22t	0.26918	0	0.005	1.00522	0.962	0.957	0.26778
RPS12	parietal	neuron	gw22t	0.25599	0	-0.001	0.999	0.997	0.998	0.25625
RPS21	parietal	neuron	gw25	1.76329	0	0.268	1.85897	0.58	0.312	0.94853
RPL41	parietal	neuron	gw25	1.02398	0	0.108	1.14362	0.86	0.752	0.89539
SOX11	parietal	neuron	gw25	0.89959	0	0.109	1.15439	0.815	0.706	0.77927
ETFB	parietal	neuron	gw25	0.8972	0	0.218	1.66871	0.544	0.326	0.53766
HNRNPH1	parietal	neuron	gw25	0.8387	0	0.164	1.42932	0.546	0.382	0.58678
RPL38	parietal	neuron	gw25	0.74495	0	0.126	1.16755	0.878	0.752	0.63805
RPS28	parietal	neuron	gw25	0.73911	0	0.111	1.14304	0.887	0.776	0.64662
